video_id,thumbnails,Title,Published_date,Views,Likes,Comments
HMwsAd_mOts,https://i.ytimg.com/vi/HMwsAd_mOts/default.jpg,١٠ حاجات لازم تعملهم في الأجازة,2023-08-04T15:54:39Z,48952,7378,593
xxcuQ1qmH24,https://i.ytimg.com/vi/xxcuQ1qmH24/default.jpg,١٠ مستويات لاستخدام التليفون,2023-07-28T14:06:20Z,169919,15366,2312
8JE0FwoJrUE,https://i.ytimg.com/vi/8JE0FwoJrUE/default.jpg,الچيم والدش الصاقع والصحيان بدري كلام فارغ؟,2023-07-21T12:33:57Z,357592,25026,1937
FM3jv3U9Nh8,https://i.ytimg.com/vi/FM3jv3U9Nh8/default.jpg,كيف تصمم بيئة النجاح؟,2023-07-10T14:00:19Z,453257,35714,1990
-elC2z-4jY4,https://i.ytimg.com/vi/-elC2z-4jY4/default.jpg,"جولة في تليفوني, فلسفة استخدامي للتليفون الذكي ٢٠٢٣",2023-06-30T13:26:32Z,263960,22272,985
WHTITfW9X8E,https://i.ytimg.com/vi/WHTITfW9X8E/default.jpg,كيف تنجح وأنت متخاذل ضعيف الإرادة؟,2023-06-23T14:00:02Z,632659,51286,2161
HJl3sAuk2jk,https://i.ytimg.com/vi/HJl3sAuk2jk/default.jpg,ضروري جداً تتعلم المهارات الناعمة حالاً,2023-06-16T13:30:06Z,752490,55168,2026
PW9nUrkmzIQ,https://i.ytimg.com/vi/PW9nUrkmzIQ/default.jpg,الطريقة الصحيحة لاستخدام يوتيوب,2023-06-09T13:56:50Z,351805,43095,3446
LLf3wPHrKus,https://i.ytimg.com/vi/LLf3wPHrKus/default.jpg,ذاكر معي ساعتين بتقنية البومودورو - Study with me,2023-06-04T12:02:37Z,190259,9412,825
-MoFaxb0rwQ,https://i.ytimg.com/vi/-MoFaxb0rwQ/default.jpg,ازاي تذاكر في زنقة الامتحانات؟!,2023-05-26T11:43:03Z,374363,41325,2314
Df-Ou0AphH4,https://i.ytimg.com/vi/Df-Ou0AphH4/default.jpg,بودكاست مع أحمد فهمي: قعدة مصطبة يوتيوبية هندسية بين طنطا والأسكندرية.,2023-05-20T13:00:08Z,295659,13500,1069
lWn0RL73Eqg,https://i.ytimg.com/vi/lWn0RL73Eqg/default.jpg,كيف تخدعنا أيكيا؟,2023-05-12T12:00:38Z,237607,18774,1180
UeWjgncW2DQ,https://i.ytimg.com/vi/UeWjgncW2DQ/default.jpg,ذاكر معي ٤ ساعات بتقنية البومودورو  - Study with me,2023-05-07T15:33:56Z,1266894,55545,4131
nx7-R-x1bSI,https://i.ytimg.com/vi/nx7-R-x1bSI/default.jpg,١٠ حكم حياتيه في ١٠ صور عبقرية,2023-05-01T07:00:20Z,282790,27923,1207
NdwsA7wVooM,https://i.ytimg.com/vi/NdwsA7wVooM/default.jpg,غمضت عيني ٢٠ يوم، حياتي اتغيرت,2023-04-18T19:20:20Z,347987,29727,1685
S5JIgDDorlg,https://i.ytimg.com/vi/S5JIgDDorlg/default.jpg,متى تترك المدرسة أو الجامعة؟,2023-04-14T12:00:31Z,164324,13790,1239
bZuZOzowlT4,https://i.ytimg.com/vi/bZuZOzowlT4/default.jpg,ليه لازم تتعلم البرمجة والمجالات التكنولوجية في ٢٠٢٣؟و ازاي؟,2023-04-08T23:17:34Z,706255,48704,1949
wyLZHukiZzY,https://i.ytimg.com/vi/wyLZHukiZzY/default.jpg,فيديو ممل لا تشاهده,2023-03-31T11:30:30Z,415064,40716,4607
E8eLQrZS7wg,https://i.ytimg.com/vi/E8eLQrZS7wg/default.jpg,٧ حاجات وصلونا ل ٧ مليون؟,2023-03-26T18:30:10Z,151208,15329,891
5A88cV7VTM8,https://i.ytimg.com/vi/5A88cV7VTM8/default.jpg,الصورة لا تساوي ١٠٠٠ كلمة؟,2023-03-17T17:30:01Z,171544,12502,655
lgyOc1XR2og,https://i.ytimg.com/vi/lgyOc1XR2og/default.jpg,١٠ طرق لعمل قائمة المهام (to do list),2023-03-11T16:30:08Z,348844,28399,1220
5AZ_dbUKUfY,https://i.ytimg.com/vi/5AZ_dbUKUfY/default.jpg,الذكاء الاصطناعي هيستبدلنا كلنا؟,2023-03-07T16:30:01Z,232097,16963,791
-2Xv2kKCKhY,https://i.ytimg.com/vi/-2Xv2kKCKhY/default.jpg,اللايف الاسبوعي الجميل,2023-03-05T21:05:49Z,72991,4161,280
yfjNGHJXNHo,https://i.ytimg.com/vi/yfjNGHJXNHo/default.jpg,لماذا لا أحب ملخصات الكتب؟,2023-02-24T16:00:39Z,147667,16887,994
WjW4Mr_-cg8,https://i.ytimg.com/vi/WjW4Mr_-cg8/default.jpg,١٠ حاجات كدا كدا هتندم عليهم في نهاية حياتك,2023-02-17T15:58:29Z,1090248,77200,2922
jV0I70s_iWI,https://i.ytimg.com/vi/jV0I70s_iWI/default.jpg,كيف تستمتع بحياتك رغم الصعوبات؟,2023-02-10T16:00:22Z,347534,32596,1429
9KmDmge7L8g,https://i.ytimg.com/vi/9KmDmge7L8g/default.jpg,بودكاست مع أحمد كيميا | الفطرة السليمة والرحلة من الصعيد لأمريكا ومن النقاشة للعمل الحر.,2023-02-03T16:30:33Z,462831,18105,1142
suyGaZw8Wxw,https://i.ytimg.com/vi/suyGaZw8Wxw/default.jpg,هنعمل ايه مع سعادة البيه؟,2023-01-28T18:06:26Z,248679,18591,724
JDz4H9d6Uf8,https://i.ytimg.com/vi/JDz4H9d6Uf8/default.jpg,١٠ حكم حياتية في ١٠ صور.,2023-01-20T12:40:59Z,305363,24605,1148
5fgHVWHZ-HY,https://i.ytimg.com/vi/5fgHVWHZ-HY/default.jpg,كنز آبل المخفي في الآيفون؟Apple Shortcuts,2023-01-13T17:08:09Z,302325,15835,709
gbxq7-B0CFs,https://i.ytimg.com/vi/gbxq7-B0CFs/default.jpg,بودكاست مع علي محمد علي: عبودية الوظيفة والعمل الحر، لماذا لا تناسبنا بعض الكتب، تأثير كرة القدم.,2023-01-06T11:09:24Z,370252,16491,1314
nmZPGKhdCIM,https://i.ytimg.com/vi/nmZPGKhdCIM/default.jpg,ليه السنة خلصت بسرعة؟,2023-01-01T19:25:59Z,280985,23786,1232
4k_op3TP9xg,https://i.ytimg.com/vi/4k_op3TP9xg/default.jpg,هذا الاختراع هو سر إدمـ  ـانك للسوشيال ميديا؟,2022-12-23T16:30:00Z,445353,42882,1912
M77sNp0GfQ4,https://i.ytimg.com/vi/M77sNp0GfQ4/default.jpg,بودكاست مع د.محمد ابراهيم: هل كلنا مرضى نفسيين؟ متى تذهب للطبيب النفسي؟ الرحلة من الفشل لكلية الطب؟,2022-12-17T17:30:01Z,309039,13924,865
OaFL8EfTSpA,https://i.ytimg.com/vi/OaFL8EfTSpA/default.jpg,اتسرقنا، خد بالك لتتسرق بنفس الطريقة.,2022-12-09T18:00:07Z,720762,44773,2178
EciftceoCkI,https://i.ytimg.com/vi/EciftceoCkI/default.jpg,١٠ أفلام لازم تشوفها قبل سن الـ ٣٠,2022-12-02T19:10:04Z,901699,51026,2211
Ay2PkYC35zY,https://i.ytimg.com/vi/Ay2PkYC35zY/default.jpg,٧ كذبات قالوها لك,2022-11-26T16:21:49Z,420816,39093,3053
TSWcPa_wxEg,https://i.ytimg.com/vi/TSWcPa_wxEg/default.jpg,لن تصدق، قراءة الرواية أمتع من مشاهدة الفيلم!,2022-11-19T17:50:57Z,119373,10447,681
GJIrXqx2A0c,https://i.ytimg.com/vi/GJIrXqx2A0c/default.jpg,١٩ حاجة ممتعة تعملها بعيد عن التليفون,2022-11-14T17:30:18Z,710391,46350,2464
gnG8ahgdrd0,https://i.ytimg.com/vi/gnG8ahgdrd0/default.jpg,كيف تصبح شخص كاريزماتك؟,2022-11-04T16:00:27Z,751461,51339,2104
Nd988L8FiHw,https://i.ytimg.com/vi/Nd988L8FiHw/default.jpg,بودكاست مع سري الدين: ترك أموال هندسة البترول من أجل تلخيص الكتب على يوتيوب.,2022-10-28T12:57:40Z,268401,9224,612
I0RhkhZf-XA,https://i.ytimg.com/vi/I0RhkhZf-XA/default.jpg,تجربتي بالكامل انتقلت لماك بوك وآيفون من ويندوز و أندرويد.,2022-10-21T19:34:35Z,724949,36545,2302
OhqzDAR6a3s,https://i.ytimg.com/vi/OhqzDAR6a3s/default.jpg,إلحق احجز اسمك قبل ما يتاخد.,2022-10-14T12:07:39Z,233176,16926,685
mlxnjT1UTd8,https://i.ytimg.com/vi/mlxnjT1UTd8/default.jpg,كل البرامج والتطبيقات التي أستخدمها,2022-10-07T14:29:21Z,281054,20679,773
2T1eTM2NFL4,https://i.ytimg.com/vi/2T1eTM2NFL4/default.jpg,بودكاست مع محمد سامي: كيف تحافظ على مدخراتك ؟أفضل شخص تتعلم منه عن الاقتصاد والتاريخ.,2022-09-30T12:49:35Z,457470,12003,727
ON7DQ9a65E8,https://i.ytimg.com/vi/ON7DQ9a65E8/default.jpg,١٢ نصيحة ضرورية في بداية الثانوية,2022-09-25T19:00:08Z,518545,42679,2017
t4qMMM3VuYM,https://i.ytimg.com/vi/t4qMMM3VuYM/default.jpg,إنشاء متجر إلكتروني وابدأ البيع أونلاين في أقل من ١٠ دقائق,2022-09-16T16:00:39Z,905639,38522,1194
zRb-KNeFIxs,https://i.ytimg.com/vi/zRb-KNeFIxs/default.jpg,بودكاست مع كريم السيد:الزواج من أجنبية والسفر لانجلترا والرجوع لمصر.,2022-09-09T12:16:02Z,569132,21619,1068
7mN8W8pQHeU,https://i.ytimg.com/vi/7mN8W8pQHeU/default.jpg,مرة واحدة لا تكفي!,2022-09-02T14:44:22Z,380341,42246,2080
iwTCcPUlCIc,https://i.ytimg.com/vi/iwTCcPUlCIc/default.jpg,الحل لكارثة الثانوية 2022,2022-08-26T14:44:31Z,257954,23600,1314
FIeLx7urOFs,https://i.ytimg.com/vi/FIeLx7urOFs/default.jpg,أين تختفي شعلة الشغف؟,2022-08-19T12:07:29Z,844423,64345,2232
42J82CXaAdM,https://i.ytimg.com/vi/42J82CXaAdM/default.jpg,بودكاست مش مهم تسمعه مع يحيى عزام أو يايا,2022-08-13T09:59:21Z,1278330,48175,
XLlsJP9bNsM,https://i.ytimg.com/vi/XLlsJP9bNsM/default.jpg,٥ قنوات غير مشهورة أتابعهم,2022-08-05T18:51:01Z,425415,35584,1595
B0WgqQXbs6s,https://i.ytimg.com/vi/B0WgqQXbs6s/default.jpg,استخدام التليفون للشغل والتعلم والمذاكرة؟,2022-07-29T17:39:57Z,497847,41526,1608
iKDOQu4RRe0,https://i.ytimg.com/vi/iKDOQu4RRe0/default.jpg,الاستمرارية أهم من الكمية!,2022-07-22T17:38:32Z,515252,50962,2023
U0Z1kSA8xCI,https://i.ytimg.com/vi/U0Z1kSA8xCI/default.jpg,بودكاست مع أحمد صبري: ميكس دراسة الطب والتيك توك والسفر وتعليم اللغات,2022-07-15T13:05:51Z,1902008,81276,5476
Xs0J_6mTx-s,https://i.ytimg.com/vi/Xs0J_6mTx-s/default.jpg,ازاي انت ناجح رغم انك فلاح عايش في الأرياف؟  ماذا بعد الثانوية العامة ؟Q&A,2022-07-08T22:40:24Z,363171,23730,3288
pArpvL_xf6c,https://i.ytimg.com/vi/pArpvL_xf6c/default.jpg,لماذا لا نلتزم بالجدول أبداً؟,2022-07-02T15:00:35Z,756479,66173,1822
PCqJfypoobI,https://i.ytimg.com/vi/PCqJfypoobI/default.jpg,لماذا لا نحب المذاكرة😭؟,2022-06-24T14:49:03Z,318165,34998,1516
g7nH63vYIrQ,https://i.ytimg.com/vi/g7nH63vYIrQ/default.jpg,هذا الشيء علمني أهم درس في حياتي؟,2022-06-17T14:30:17Z,342029,32997,1438
fxik_X5j4XM,https://i.ytimg.com/vi/fxik_X5j4XM/default.jpg,بودكاست مع ممدوح نصرالله: تجربة ملهمة من الفشل والصيدلة لليوتيوب والكورة.,2022-06-10T19:45:02Z,1826724,64662,3923
x0jz8cQje80,https://i.ytimg.com/vi/x0jz8cQje80/default.jpg,١٠ أفكار رهيبة لرفع جودة حياتك 👌,2022-06-03T19:29:59Z,512523,41316,1580
QFJnI23QcB0,https://i.ytimg.com/vi/QFJnI23QcB0/default.jpg,Perfectionism المثالية عدو الانتاجية,2022-05-27T19:29:59Z,490693,41846,4085
2HhN6CPeSQ4,https://i.ytimg.com/vi/2HhN6CPeSQ4/default.jpg,عادة العظماء : تدوين اليوميات!,2022-05-20T18:25:42Z,1273415,80533,2614
KKGVAt4z5rs,https://i.ytimg.com/vi/KKGVAt4z5rs/default.jpg,١٠ مبادئ أساسية أطبقهم في حياتي,2022-05-13T16:49:15Z,326140,32059,1500
Gjh3AsIW35Q,https://i.ytimg.com/vi/Gjh3AsIW35Q/default.jpg,لماذا أنت حزين معظم الوقت؟,2022-05-07T16:31:50Z,1163127,84593,3584
SvHyEUz8ngo,https://i.ytimg.com/vi/SvHyEUz8ngo/default.jpg,١٠ أخطاء تجنبها قبل الامتحانات,2022-04-29T22:51:17Z,922978,65140,2280
hvI6u7xytuI,https://i.ytimg.com/vi/hvI6u7xytuI/default.jpg,إزاي تكون محظوظ؟,2022-04-22T12:00:19Z,173674,18002,704
lbx5dHrcqx0,https://i.ytimg.com/vi/lbx5dHrcqx0/default.jpg,روتيني اليومي في الثانوية العامة بالتفصيل ٩٩٪‏؟,2022-04-16T18:30:38Z,1181328,94165,3445
Fpk92D6ZFuE,https://i.ytimg.com/vi/Fpk92D6ZFuE/default.jpg,الراحة هي سر التعب,2022-04-08T19:10:45Z,1548477,90024,2772
JIhLZvtj2bg,https://i.ytimg.com/vi/JIhLZvtj2bg/default.jpg,بودكاست جداً خطير مع محمود أبو اسماعيل (+١٦),2022-04-01T12:01:41Z,919943,40839,1996
hIXAMXsyE98,https://i.ytimg.com/vi/hIXAMXsyE98/default.jpg,أغرب ١٠ تناقضات في حياتك,2022-03-25T12:56:07Z,257925,26103,1496
UPmZ_Fg1x-Y,https://i.ytimg.com/vi/UPmZ_Fg1x-Y/default.jpg,كيف تبني موقعك 🌐 بنفسك؟,2022-03-18T17:30:05Z,341645,18610,488
ug0J3yiHkeE,https://i.ytimg.com/vi/ug0J3yiHkeE/default.jpg,كيف تزيد هرمونات السعادة؟,2022-03-11T12:33:50Z,623679,46199,1695
AgxGZIKXD3c,https://i.ytimg.com/vi/AgxGZIKXD3c/default.jpg,كيف تعصر فائدة أي كتاب؟,2022-03-04T13:09:19Z,457508,38375,1780
LGNQWbjgcAc,https://i.ytimg.com/vi/LGNQWbjgcAc/default.jpg,لماذا تفشل؟,2022-02-25T13:09:36Z,271929,32886,1420
z902kSjuCA8,https://i.ytimg.com/vi/z902kSjuCA8/default.jpg,٣ كتب غيرت حياتي للأفضل,2022-02-19T13:00:35Z,326230,24935,1159
2S_qQVYbt18,https://i.ytimg.com/vi/2S_qQVYbt18/default.jpg,لماذا الجاهل شديد الثقة بنفسه؟,2022-02-11T12:11:28Z,280827,27511,1366
EDbTO7ab4r4,https://i.ytimg.com/vi/EDbTO7ab4r4/default.jpg,كيف تتحرر من استعباد التليفون لك؟,2022-02-04T14:55:03Z,827109,66084,2513
e21mwrZc6B0,https://i.ytimg.com/vi/e21mwrZc6B0/default.jpg,لماذا لن تحقق أهداف هذه السنة؟ السر!,2022-01-28T16:08:04Z,190841,15785,801
rxtaYJEhwLc,https://i.ytimg.com/vi/rxtaYJEhwLc/default.jpg,كيف نستمر بدون تشجيع؟ كيف أتعامل مع الضغوطات؟ اليوتيوبرز اللي أتابعهم؟ كيف التزم بعاداتي؟ Q&A,2022-01-21T15:07:28Z,555576,35776,1674
C2JWXBzqezU,https://i.ytimg.com/vi/C2JWXBzqezU/default.jpg,بناء موقع الكتروني في ٥ دقائق بدون برمجة او تصميم | Wuilt,2022-01-14T13:24:51Z,1274400,57368,2156
-G8O-cJ6xpk,https://i.ytimg.com/vi/-G8O-cJ6xpk/default.jpg,لا تعلم طفلك اللغة الإنجليزية مبكراً؟,2022-01-08T10:30:39Z,272980,21008,1114
GjO3E8-C7zE,https://i.ytimg.com/vi/GjO3E8-C7zE/default.jpg,أهم ١٠ دروس تعلمتهم هذه السنة ٢٠٢١,2021-12-31T14:13:28Z,387710,34621,1372
zRvjAyO3v44,https://i.ytimg.com/vi/zRvjAyO3v44/default.jpg,لماذا لا أحب المدرسة؟,2021-12-24T14:54:23Z,268805,26230,1449
KHDBg1A0mxE,https://i.ytimg.com/vi/KHDBg1A0mxE/default.jpg,كيف تصبح غنياً💰؟ دون الاعتماد على الحظ!,2021-12-17T12:48:10Z,665827,50070,1824
KdRP7VncPac,https://i.ytimg.com/vi/KdRP7VncPac/default.jpg,أهم ٦ قواعد للانجاز  والانتاجية!,2021-12-10T18:57:27Z,974721,131296,2316
amXfgu56hkg,https://i.ytimg.com/vi/amXfgu56hkg/default.jpg,كيف تبني عقلاً قوياً؟ 🧠,2021-12-03T15:57:20Z,1298043,101586,2164
qhT5DxeEvAQ,https://i.ytimg.com/vi/qhT5DxeEvAQ/default.jpg,أول خطوة للعمل على الانترنت:  لازم يكون عندك موقع فوراً.,2021-11-26T14:55:39Z,1402028,31391,1377
C3-IebTWP08,https://i.ytimg.com/vi/C3-IebTWP08/default.jpg,قبل أن تشتري أي شيء 🛑✋ | اعرف كيف يخدعوك بخصومات الجمعة السوداء Black Friday,2021-11-19T15:33:31Z,236376,17069,668
wbwphCOiDlI,https://i.ytimg.com/vi/wbwphCOiDlI/default.jpg,٥ كتب أهم من كتب المدرسة والجامعة,2021-11-15T14:13:36Z,1237888,82442,2692
7VCnBn5ryrE,https://i.ytimg.com/vi/7VCnBn5ryrE/default.jpg,نظام الانجاز والانتاجية للكسالى | كان يستخدمه رئيس أمريكي سابق,2021-11-05T12:47:34Z,885640,63435,1795
LvEBjM__GlY,https://i.ytimg.com/vi/LvEBjM__GlY/default.jpg,كيف أحافظ على حماسي والاستمرارية في تحقيق الأهداف؟ Q&A,2021-10-29T15:41:22Z,299660,22656,3168
VkUy7kGFY04,https://i.ytimg.com/vi/VkUy7kGFY04/default.jpg,التعليب ..عفواَ... *التعليم الحقيقي,2021-10-22T16:00:07Z,462638,43478,2082
lPOMtVevmiE,https://i.ytimg.com/vi/lPOMtVevmiE/default.jpg,بودكاست مع محمد أبو سريع : لماذا هرب هذا المبرمج من ألمانيا؟,2021-10-17T10:17:13Z,968818,28919,1992
_FvLYTByfuI,https://i.ytimg.com/vi/_FvLYTByfuI/default.jpg,الشيء الوحيد الذي يمنع عنك السعادة؟,2021-10-08T14:09:36Z,323900,38389,2423
L-QcoQh4AeY,https://i.ytimg.com/vi/L-QcoQh4AeY/default.jpg,"حقيقة ""علم"" الطاقة ومدربين التنمية البشرية والكوتشنج مع كريم إسماعيل .@Kareem",2021-10-01T12:47:08Z,688314,21757,1140
GiMNSXGfI7c,https://i.ytimg.com/vi/GiMNSXGfI7c/default.jpg,أنت تحتاج بعض الغباء في حياتك !,2021-09-24T10:59:11Z,344766,33881,1610
kfm85z3r-Kg,https://i.ytimg.com/vi/kfm85z3r-Kg/default.jpg,بودكاست مع إبراهيم عادل مؤسس زي أمريكان إنجلش وطليق  @ZAmericanEnglish  @Taleek,2021-09-17T12:39:08Z,2307619,98261,7384
CrGDEFV4GCw,https://i.ytimg.com/vi/CrGDEFV4GCw/default.jpg,إذا أردت أن تنجز : لا تطارد أرنبين 🐇🐇 في نفس الوقت.,2021-09-10T13:20:57Z,401907,40203,1919
BzYuHkgYtsI,https://i.ytimg.com/vi/BzYuHkgYtsI/default.jpg,بودكاست مع د.رمزي عبدالعزيز : من عامل في مصنع لدكتور جامعة في فنلندا.,2021-09-04T10:22:42Z,1029372,26773,1995
R4IgNCBv2D4,https://i.ytimg.com/vi/R4IgNCBv2D4/default.jpg,قالت له: إبقى تف في وشي لو نفعت😱,2021-09-01T19:31:16Z,140999,13429,433
OuPZvvNVXmQ,https://i.ytimg.com/vi/OuPZvvNVXmQ/default.jpg,تحررت من الهاتف الذكي لمدة ٣٠ يوم,2021-08-27T11:15:47Z,514676,44090,2139
eSXKzkk6ub4,https://i.ytimg.com/vi/eSXKzkk6ub4/default.jpg,١٠ حاجات لازم تعملهم قبل سن ال ٢٥,2021-08-20T14:00:16Z,2251070,149378,2969
D9bDV5EKatE,https://i.ytimg.com/vi/D9bDV5EKatE/default.jpg,هل الذكاء وراثي أم مكتسب؟! 🧠,2021-08-13T13:53:11Z,707325,59942,2054
0-b2BmZhCi4,https://i.ytimg.com/vi/0-b2BmZhCi4/default.jpg,بودكاست مع عمرو رمضان: المنح والدراسة في الخارج بعد الثانوية والكلية.,2021-08-06T12:02:13Z,595568,22408,1320
_ruu_Or_7PM,https://i.ytimg.com/vi/_ruu_Or_7PM/default.jpg,الكندل: أفضل جهاز اشتريته في حياتي؟Kindle,2021-07-30T13:42:15Z,550687,32168,1766
AWdFIFxvLWI,https://i.ytimg.com/vi/AWdFIFxvLWI/default.jpg,خد العيدية من دروس اونلاين | تحديث كورس نوشن واكبر خصم,2021-07-23T15:00:47Z,82142,8114,634
-NZJMzJf1ng,https://i.ytimg.com/vi/-NZJMzJf1ng/default.jpg,لماذا ينجح الناجحون؟,2021-07-16T13:41:28Z,489631,55600,2459
YuVQsLCvck8,https://i.ytimg.com/vi/YuVQsLCvck8/default.jpg,تيشرتات دروس اونلاين متاحة الآن 🤩🔥,2021-07-09T19:58:41Z,112992,8781,794
-QiTN3QJ-2s,https://i.ytimg.com/vi/-QiTN3QJ-2s/default.jpg,الخوف قبل الامتحانات | كيف تتعامل معه؟,2021-07-09T13:12:44Z,312240,29067,2108
Z-0OpHiw5DU,https://i.ytimg.com/vi/Z-0OpHiw5DU/default.jpg,كيف تتذكر كل ما تقرأه؟ استراتيجية التكرار المتباعد.,2021-07-02T12:14:02Z,276947,23843,1079
kRJF-yX5kfo,https://i.ytimg.com/vi/kRJF-yX5kfo/default.jpg,بودكاست مع اسامة الزيرو: البرمجة والفلوس والشغل.,2021-06-25T13:25:11Z,1544209,51325,1786
bJ6kfrEQJuM,https://i.ytimg.com/vi/bJ6kfrEQJuM/default.jpg,تنظيم الوقت والمهام بأسهل طريقة ⏰ | Time Blocking.,2021-06-18T13:57:30Z,945602,63483,1724
e4qt-yM8E2E,https://i.ytimg.com/vi/e4qt-yM8E2E/default.jpg,شئ واحد لو رجع بيا الزمن لسن المراهقة هعمله؟ حلمي كان اطلع ايه وانا صغير؟,2021-06-11T14:17:41Z,250029,34812,1648
5Z4MorOFbEo,https://i.ytimg.com/vi/5Z4MorOFbEo/default.jpg,لا تتبع شغفك Do NOT follow your passion.,2021-06-04T20:11:09Z,378791,38082,1738
AuOcWaYz_7I,https://i.ytimg.com/vi/AuOcWaYz_7I/default.jpg,كيف تستغل تليفونك الذكي؟ ولا تجعله يستغلك!,2021-05-28T11:01:20Z,626544,45578,1571
mzMtVNHFsNI,https://i.ytimg.com/vi/mzMtVNHFsNI/default.jpg,٦ أشهر بدون فيسبوك، ما النتيجة؟,2021-05-22T18:52:29Z,344375,37227,3256
pysfhlLnIFs,https://i.ytimg.com/vi/pysfhlLnIFs/default.jpg,ريأكشن على أول فيديو عملته على يوتيوب.,2021-05-15T14:23:40Z,628503,34807,1312
lwIL131WV80,https://i.ytimg.com/vi/lwIL131WV80/default.jpg,لا فيديو جديد اليوم!,2021-05-14T13:50:11Z,133508,24492,1603
xQ4q6aMpjJY,https://i.ytimg.com/vi/xQ4q6aMpjJY/default.jpg,٥ مليون مشترك و ٥ مفاجأت 🎁🎁🎁🎁🎁,2021-05-07T14:53:08Z,166230,26811,3553
hx404DyUnH0,https://i.ytimg.com/vi/hx404DyUnH0/default.jpg,الخرائط الذهنية 🧠 | زود حفظك و إستيعابك بمجهود أقل.,2021-04-30T11:30:17Z,704649,53245,1885
XX2xjcNYiCI,https://i.ytimg.com/vi/XX2xjcNYiCI/default.jpg,أهم فيديو في السنة: التخطيط الصح ✅ لأهداف السنة ونص السنة و ربع السنة.  📅,2021-04-23T12:32:04Z,363273,29300,1601
4Zc0VKMG6cI,https://i.ytimg.com/vi/4Zc0VKMG6cI/default.jpg,لا يوجد شئ بدون مقابل أبدا، و أتحداك! 💰,2021-04-16T11:30:01Z,357676,38472,3984
U7DjKKFKDgA,https://i.ytimg.com/vi/U7DjKKFKDgA/default.jpg,أول سلمه للنجاح!,2021-04-09T11:21:09Z,321766,34559,1938
3uVpQsY2lkY,https://i.ytimg.com/vi/3uVpQsY2lkY/default.jpg,تاريخ التنمية البشرية | هل بتوع التنمية البشرية نصابين؟,2021-04-02T16:31:12Z,567109,48645,
VrWQn9On3qA,https://i.ytimg.com/vi/VrWQn9On3qA/default.jpg,الثانوية العامة ٢٠٢١ : هل مستقبلنا ضاع خلاص؟!,2021-03-26T16:36:58Z,225271,26038,2842
qjR9P_qOa58,https://i.ytimg.com/vi/qjR9P_qOa58/default.jpg,لابتوب هدية من إنفيديا 🤩🥳| تجيب لابتوب والا ديسكتوب تجميعة !؟,2021-03-19T14:32:09Z,514474,31469,1622
4tien8GwEcc,https://i.ytimg.com/vi/4tien8GwEcc/default.jpg,أسئلة| كيف أجبر نفسي على المذاكرة؟ أفضل 5 كورسات؟ لو عايز أبقى أحمد أبوزيد، أعمل إيه؟,2021-03-12T14:26:57Z,418803,34077,1780
VNvaHXLNT4g,https://i.ytimg.com/vi/VNvaHXLNT4g/default.jpg,سر النجاح : لا تأكل المارشميلو,2021-03-05T11:30:26Z,425163,47802,2438
RHAVTn4W_z4,https://i.ytimg.com/vi/RHAVTn4W_z4/default.jpg,إعلان كورس نوشن أخيرااااا Notion Course  🥳,2021-02-26T18:24:41Z,155965,11650,1468
BK_T3WGFLi0,https://i.ytimg.com/vi/BK_T3WGFLi0/default.jpg,كاميرة سينما الساحرة السوداء Black Magic؟ سر ألوان وجودة الفيديوهات؟,2021-02-19T17:40:04Z,134977,12787,1053
BSGD6Vj3bCc,https://i.ytimg.com/vi/BSGD6Vj3bCc/default.jpg,ماذا أفضل؟ 🤔 القراءة في الكتب الورقية أم القراءة الديجيتال ؟,2021-02-12T16:52:24Z,332083,28736,1912
mkL04h4pKzs,https://i.ytimg.com/vi/mkL04h4pKzs/default.jpg,ليه نقرأ؟ ما دام فيه فيديوهات تلخيص للكتب!؟,2021-02-05T19:03:02Z,1197179,111657,5335
Io3xK92c1gk,https://i.ytimg.com/vi/Io3xK92c1gk/default.jpg,تدوين اليوميات Journaling | تجربة هتغير حياتك للأفضل,2021-01-29T16:44:44Z,929217,76005,2775
cOD4ycdZ8TI,https://i.ytimg.com/vi/cOD4ycdZ8TI/default.jpg,🤔 لماذا تأتينا الأفكار العظيمة في الحمام؟🛁,2021-01-22T14:00:10Z,159074,18645,1503
iX_hTQSYk-Y,https://i.ytimg.com/vi/iX_hTQSYk-Y/default.jpg,الأداة المثالية للإنجاز؟ جوجل كيب، تك تك، نوشن؟✅,2021-01-15T15:23:21Z,240914,23700,1092
Cu__QjmQW_s,https://i.ytimg.com/vi/Cu__QjmQW_s/default.jpg,Q&A: أكثر عادة واظبت عليها | بعمل جدول لكن لا ألتزم به |تحقيق أكبر استفادة من الكتب| كيف أتحمس دائما,2021-01-08T14:04:01Z,270552,21890,1034
wSVhJ1ZiCKU,https://i.ytimg.com/vi/wSVhJ1ZiCKU/default.jpg,٢٠٢٠ أكتر سنة أنجزت فيها 🎯,2021-01-01T18:51:15Z,176187,21613,1234
RpIFf_cJhpU,https://i.ytimg.com/vi/RpIFf_cJhpU/default.jpg,وهم التنمية البشرية و الشغف و اختيار المسار الوظيفي الكارير Career مع شاهين.,2020-12-25T16:11:27Z,260657,11388,845
Q8e8jAM5ndk,https://i.ytimg.com/vi/Q8e8jAM5ndk/default.jpg,📲 ✅  ١٠ تطبيقات أثرت على حياتي للأفضل,2020-12-18T15:18:24Z,1178654,80705,1856
